file_id,user_id,stored_name,original_name,db_file_path,exists,candidate_count,top_candidate,candidate_paths
4,1,693719983e04e_1765218712.txt,bug-log-mailserver.txt,/opt/Mimir/storage/uploads/1/693719983e04e_1765218712.txt,1,0,,
5,1,69371998520b3_1765218712.txt,bug-mailserver-refcard.txt,/opt/Mimir/storage/uploads/1/69371998520b3_1765218712.txt,1,0,,
6,1,6937199865441_1765218712.txt,bug-maint-info.txt,/opt/Mimir/storage/uploads/1/6937199865441_1765218712.txt,1,0,,
7,1,6937199870fb5_1765218712.txt,bug-maint-mailcontrol.txt,/opt/Mimir/storage/uploads/1/6937199870fb5_1765218712.txt,1,0,,
8,1,693719987b0a0_1765218712.txt,bug-reporting.txt,/opt/Mimir/storage/uploads/1/693719987b0a0_1765218712.txt,1,0,,
9,1,693719988d439_1765218712.txt,constitution.txt,/opt/Mimir/storage/uploads/1/693719988d439_1765218712.txt,1,0,,
302,90,53ea17fab4aa2f9e44063a7c9d286a0d.zip,Manual_8309.zip,/opt/Mimir/storage/uploads/uploads/2025/10/53ea17fab4aa2f9e44063a7c9d286a0d.zip,0,0,,
303,77,07933307fd6fa01704c5c11d69b5d9f5.docx,Backup_7594.docx,/opt/Mimir/storage/uploads/uploads/2025/10/07933307fd6fa01704c5c11d69b5d9f5.docx,0,0,,
304,87,99418cbab64423215a804e1500d72a6c.jpg,Proyecto_9474.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/99418cbab64423215a804e1500d72a6c.jpg,0,0,,
305,81,13c48e72cc1ab06c0a10fad5f00e84c6.zip,Tutorial_9601.zip,/opt/Mimir/storage/uploads/uploads/2025/10/13c48e72cc1ab06c0a10fad5f00e84c6.zip,0,0,,
306,73,b2acaf669e92d3e4075c365e11bcad15.xlsx,Reporte_597.xlsx,/opt/Mimir/storage/uploads/uploads/2025/11/b2acaf669e92d3e4075c365e11bcad15.xlsx,0,0,,
307,90,33fb8ea0d58fe99f3b58c6fbbe060855.docx,Presentación_1345.docx,/opt/Mimir/storage/uploads/uploads/2025/11/33fb8ea0d58fe99f3b58c6fbbe060855.docx,0,0,,
308,87,c07673980c1430c5ff7de1257a74c264.docx,Backup_7073.docx,/opt/Mimir/storage/uploads/uploads/2025/09/c07673980c1430c5ff7de1257a74c264.docx,0,0,,
309,90,ad6a413d44af3105e3997f8ded5c291f.jpg,Plan_3631.jpg,/opt/Mimir/storage/uploads/uploads/2025/11/ad6a413d44af3105e3997f8ded5c291f.jpg,0,0,,
310,90,e7d3d8a19832925688ab884a0d3de6bd.zip,Informe_9897.zip,/opt/Mimir/storage/uploads/uploads/2025/11/e7d3d8a19832925688ab884a0d3de6bd.zip,0,0,,
311,79,5ce61dd40cd50a582a79d4166783437e.xlsx,Captura_5589.xlsx,/opt/Mimir/storage/uploads/uploads/2025/11/5ce61dd40cd50a582a79d4166783437e.xlsx,0,0,,
312,76,49cbe037c7dcc1d043242f337f2a2230.jpg,Reporte_3756.jpg,/opt/Mimir/storage/uploads/uploads/2025/12/49cbe037c7dcc1d043242f337f2a2230.jpg,0,0,,
313,74,94c019fd6a39da17d11f9f549496b9d2.docx,Backup_963.docx,/opt/Mimir/storage/uploads/uploads/2025/10/94c019fd6a39da17d11f9f549496b9d2.docx,0,0,,
314,87,bd373c7398cd4c0b15467471cee482f5.zip,Backup_3899.zip,/opt/Mimir/storage/uploads/uploads/2025/10/bd373c7398cd4c0b15467471cee482f5.zip,0,0,,
315,83,3ddbdade41330f3a478325136c74d87f.docx,Informe_4849.docx,/opt/Mimir/storage/uploads/uploads/2025/11/3ddbdade41330f3a478325136c74d87f.docx,0,0,,
